id,name_ja,name_en,local_name,ingredient_family,base_ingredients,form,shape,processing,cooking_method,fermented,texture,region,country_area,served_with,staple_level,search_keywords,similar_foods,notes,source_url,confidence,review_status,production_volume_note,price_level,cultivation_ease,satiety_level,calories_kcal_per_100g,calorie_basis,deliciousness_level,sweetness_level,taste_profile,storage_duration,storage_method,popularity_level,metrics_source_url,metrics_confidence,metrics_note
139,カブサ,Kabsa,Kabsa,grain,rice,spiced rice dish,粒状,香辛料,炊く,false,香り/パラパラ,Middle East,Saudi Arabia,"肉, 野菜",primary_or_common,"米,スパイス,アラビア",マンディ,アラビア半島の香辛料米料理,https://en.wikipedia.org/wiki/Kabsa,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,130,cooked,subjective_medium_high,low,spiced,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
140,マンディ,Mandi,Mandi,grain,rice,spiced rice dish,粒状,香辛料/燻す,炊く,false,香り/肉の旨味,Middle East,Yemen,肉,primary_or_common,"米,イエメン,肉",カブサ,肉と米の料理,https://en.wikipedia.org/wiki/Mandi,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,130,cooked,subjective_medium_high,low,spiced,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
141,マクルーバ,Maqluba,Maqluba,grain,rice,layered rice dish,層状/粒,重ねる,炊く,false,粒状/香り,Middle East,Levant,"肉, 野菜",common_meal,"米,中東,重ねる",ピラフ,鍋を返して盛る米料理,https://en.wikipedia.org/wiki/Maqluba,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,130,cooked,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
142,ムジャッダラ,Mujaddara,Mujaddara,grain_legume,"rice, lentils",mixed rice dish,粒状,煮る/炒める,炊く,false,粒状/豆の旨味,Middle East,Levant,"玉ねぎ, ヨーグルト",common_meal,"米,レンズ豆,中東",キチュリ,米とレンズ豆の料理,https://en.wikipedia.org/wiki/Mujaddara,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,130,cooked,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
143,フリーカ,Freekeh,Freekeh,grain,wheat,roasted green wheat,粒状,青麦を焙煎,煮る,false,香ばしい/粒状,Middle East,Levant,"肉, 野菜",primary_or_common,"小麦,焙煎,中東",ブルグル,焙煎した若い小麦,https://en.wikipedia.org/wiki/Freekeh,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,260,bread/cooked average,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
144,ハリース,Harees,Harees,grain,wheat,porridge,粥,小麦を煮込む,煮る,false,とろみ/濃厚,Middle East,Gulf,"肉, ギー",ritual_or_common,"小麦,粥,湾岸",カーシャ,小麦と肉の粥,https://en.wikipedia.org/wiki/Harees,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,80,cooked porridge average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
145,ジャリーシュ,Jareesh,Jareesh,grain,wheat,cracked wheat porridge,粥/挽き割り,砕く,煮る,false,柔らかい/粒状,Middle East,Arabian Peninsula,"肉, ヨーグルト",common_meal,"小麦,挽き割り",ブルグル,挽き割り小麦の粥,https://en.wikipedia.org/wiki/Jareesh,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,80,cooked porridge average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
146,ホブズ,Khubz,Khubz,grain,wheat,flatbread,丸い薄パン,製粉/発酵,焼く,true,柔らかい,Middle East,Arab world,"ディップ, 肉, 野菜",primary_staple,"小麦,パン,中東",ピタ,アラブ圏のパン,https://en.wikipedia.org/wiki/Khubz,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium_high,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
147,マルクーク,Markook,Markook,grain,wheat,thin flatbread,非常に薄い,製粉/練る,焼く,false,薄い/しなやか,Middle East,Levant,"巻く, 添える",primary_or_common,"小麦,薄焼き,中東",ラヴァシュ,薄い平パン,https://en.wikipedia.org/wiki/Markook,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium_high,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
148,サンガク,Sangak,Sangak,grain,wheat,flatbread,大きい薄パン,製粉/発酵,焼く,true,香ばしい/平たい,Middle East,Iran,"チーズ, ハーブ, ケバブ",primary_staple,"小麦,イラン,パン",バルバリ,イランの石焼きパン,https://en.wikipedia.org/wiki/Sangak,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium_high,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
149,バルバリ,Barbari bread,Nan-e barbari,grain,wheat,bread,楕円のパン,製粉/発酵,焼く,true,外は香ばしい/中柔らかい,Middle East,Iran,"チーズ, 茶",primary_or_common,"小麦,イラン,パン",サンガク,イランの厚めのパン,https://en.wikipedia.org/wiki/Barbari_bread,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium_high,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
150,タフタン,Taftan,Taftan,grain,wheat,leavened bread,平たいパン,製粉/発酵,焼く,true,柔らかい/香り,Middle East,"Iran, Pakistan","カレー, ケバブ",common_meal,"小麦,発酵,パン",ナン,サフランや乳を使うパン,https://en.wikipedia.org/wiki/Taftan,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
151,マッツァー,Matzo,Matzo,grain,wheat,unleavened flatbread,薄いクラッカー状,製粉/練る,焼く,false,ぱりぱり,Middle East/Jewish diaspora,Jewish communities,"儀礼食, スープ",ritual_or_special,"小麦,無発酵,薄焼き",クラッカー,過越祭に関連する無発酵パン,https://en.wikipedia.org/wiki/Matzo,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
152,ハッラー,Challah,Challah,grain,wheat,enriched bread,編みパン,製粉/発酵,焼く,true,柔らかい/甘み,Jewish diaspora,Jewish communities,"食事, 祝祭",ritual_or_special,"小麦,パン,発酵",パン,卵入りの祝祭パン,https://en.wikipedia.org/wiki/Challah,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
153,エバ,Ẹba,Ẹ̀bà,root,cassava garri,stiff dough,塊,ガリを湯で練る,練る,true,もちっと/硬め,West Africa,Nigeria,"スープ, シチュー",primary_staple,"キャッサバ,ガリ,ナイジェリア",フフ,ガリから作る練り主食,https://en.wikipedia.org/wiki/ba,0.55,needs_review,high_tropical_root_crop; see FAOSTAT,low,high,high,160,boiled root/product average,subjective_medium_high,low,fermented,medium_long,dried/fermented products airtight,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
154,アマラ,Amala,Àmàlà,tuber,yam flour,stiff dough,塊,乾燥粉化,練る,false,滑らか/濃色,West Africa,Nigeria,"エウェドゥ, スープ",primary_staple,"ヤム,粉,ナイジェリア",フフ,ヤム粉を湯で練る主食,https://en.wikipedia.org/wiki/Amala,0.55,needs_review,important_tropical_tuber; see FAOSTAT,medium,medium,high,116,boiled tuber,subjective_medium_high,low,mild,long_shelf_stable,store dry and airtight,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
155,パウンデッドヤム,Pounded yam,Iyan,tuber,yam,pounded dough,塊,茹でる/搗く,搗く,false,もちもち,West Africa,"Nigeria, Ghana","スープ, シチュー",primary_staple,"ヤム,搗く,西アフリカ",フフ,茹でたヤムを搗く主食,https://en.wikipedia.org/wiki/Pounded_yam,0.55,needs_review,important_tropical_tuber; see FAOSTAT,medium,medium,high,116,boiled tuber,subjective_medium_high,low,mild,medium,cool dry ventilated place,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
156,トゥオシンカファ,Tuwo shinkafa,Tuwo shinkafa,grain,rice,stiff rice pudding,塊,米を煮潰す,煮る,false,柔らかい/粘る,West Africa,Nigeria,"スープ, ソース",primary_staple,"米,ナイジェリア,塊",ウガリ,米を柔らかく煮て練る主食,https://en.wikipedia.org/wiki/Tuwo_shinkafa,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,130,cooked,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
157,トゥオマサラ,Tuwo masara,Tuwo masara,grain,maize,stiff porridge,塊,製粉,練り煮る,false,硬め,West Africa,Nigeria,"スープ, ソース",primary_staple,"とうもろこし,ナイジェリア",ウガリ,トウモロコシ粉の練り粥,https://en.wikipedia.org/wiki/Tuwo_masara,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,high,80,cooked porridge average,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
158,ワチェ,Waakye,Waakye,grain_legume,"rice, beans",mixed rice dish,粒状,炊く,炊く,false,粒状/豆,West Africa,Ghana,"肉, 卵, ソース",common_meal,"米,豆,ガーナ",ライスアンドビーンズ,米と豆を炊くガーナ料理,https://en.wikipedia.org/wiki/Waakye,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,130,cooked,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
159,ジョロフライス,Jollof rice,Jollof rice,grain,rice,tomato rice dish,粒状,トマトソースで炊く,炊く,false,香辛料/粒状,West Africa,"Nigeria, Ghana, Senegal","肉, 魚, 野菜",primary_or_common,"米,トマト,西アフリカ",チェブジェン,西アフリカの代表的な味付け米,https://en.wikipedia.org/wiki/Jollof_rice,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,130,cooked,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
160,チェブジェン,Thieboudienne,Ceebu jën,grain,rice,fish rice dish,粒状,魚と炊く,炊く,false,魚の旨味/粒状,West Africa,Senegal,"魚, 野菜",primary_staple,"米,魚,セネガル",ジョロフライス,魚と米を中心にしたセネガル料理,https://en.wikipedia.org/wiki/Thieboudienne,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,130,cooked,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
161,トー,Tô,Tô,grain,"millet, sorghum, maize",stiff porridge,塊,製粉,練り煮る,false,硬め,West Africa,"Burkina Faso, Mali","ソース, シチュー",primary_staple,"ミレット,ソルガム,西アフリカ",ウガリ,サヘル地域の練り粥,https://en.wikipedia.org/wiki/T,0.55,needs_review,important_dryland_cereal; see FAOSTAT,low,high,high,80,cooked porridge average,subjective_medium_high,low,"mild, nutty",short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
162,アクプレ,Akple,Akple,grain_root,"maize, cassava",stiff dough,塊,製粉/発酵,練り煮る,true,酸味/もちっと,West Africa,Ghana,"スープ, 魚",primary_staple,"とうもろこし,キャッサバ,ガーナ",バンクー,発酵生地を練る主食,https://en.wikipedia.org/wiki/Akple,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,high,110,cooked maize product,subjective_medium_high,low,"fermented, sour",short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
163,プラカリ,Placali,Placali,root,cassava,fermented dough,塊,発酵/練る,練る,true,酸味/もちっと,West Africa,Côte d’Ivoire,"ソース, 魚",primary_staple,"キャッサバ,発酵,コートジボワール",アチェケ,発酵キャッサバの練り主食,https://en.wikipedia.org/wiki/Placali,0.55,needs_review,high_tropical_root_crop; see FAOSTAT,low,high,high,160,boiled root/product average,subjective_medium_high,low,"fermented, sour",medium_long,dried/fermented products airtight,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
164,アシーダ,Aseeda,Aseeda,grain,"wheat, sorghum",stiff porridge,塊,製粉,練り煮る,false,なめらか/硬め,North Africa/Sudan,"Sudan, Yemen","シチュー, 蜂蜜",primary_or_common,"小麦,ソルガム,練り粥",ウガリ,小麦やソルガムの練り主食,https://en.wikipedia.org/wiki/Aseeda,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,80,cooked porridge average,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
165,キスラ,Kisra,Kisra,grain,sorghum,fermented flatbread,薄焼き,発酵/製粉,焼く,true,酸味/薄い,North Africa,Sudan,"シチュー, ソース",primary_staple,"ソルガム,発酵,スーダン",インジェラ,発酵ソルガムの薄焼き,https://en.wikipedia.org/wiki/Kisra,0.55,needs_review,important_dryland_cereal; see FAOSTAT,low,high,high,230,prepared flatbread average,subjective_medium_high,low,"fermented, sour, toasty, nutty",short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
166,ラグマン,Lagman,Laghman,grain,wheat,noodle,手延べ麺,練る/伸ばす,茹でる,false,弾力,Central Asia,"Uzbekistan, Kyrgyzstan, Uyghur regions","肉, 野菜, スープ",common_meal,"小麦,麺,中央アジア",ラーメン,中央アジアの手延べ麺料理,https://en.wikipedia.org/wiki/Lagman,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
167,プロフ,Plov,Osh/Palov,grain,rice,rice pilaf,粒状,炒める/炊く,炊く,false,油分/香り,Central Asia,"Uzbekistan, Tajikistan","肉, 人参",primary_or_common,"米,中央アジア,ピラフ",ピラフ,中央アジアの米料理,https://en.wikipedia.org/wiki/Plov,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,130,cooked,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
168,バウルサク,Baursak,Baursak,grain,wheat,fried dough,小型揚げパン,製粉/練る,揚げる,false,ふわふわ/油分,Central Asia,"Kazakhstan, Kyrgyzstan","茶, 食事",ritual_or_common,"小麦,揚げパン,中央アジア",プーリー,揚げた小麦生地,https://en.wikipedia.org/wiki/Baursak,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,260,fried prepared food estimate,subjective_medium,low,mild,long,dry flour/grain airtight,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
169,マンティ,Manti,Manti,grain,wheat,dumpling,包み団子,製粉/練る/包む,蒸す/茹でる,false,もちっと/具入り,Central Asia,"Turkey, Central Asia","ヨーグルト, ソース",common_meal,"小麦,団子,蒸す",餃子,小麦皮の包み料理,https://en.wikipedia.org/wiki/Manti,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,bread/cooked average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
170,シュペッツレ,Spaetzle,Spätzle,grain,wheat,egg noodle,短い麺,練る/削る,茹でる,false,もちっと,Europe,"Germany, Austria","肉料理, ソース",common_side,"小麦,麺,ドイツ",パスタ,卵入り小麦麺,https://en.wikipedia.org/wiki/Spaetzle,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
171,クネーデル,Bread dumplings,Knödel,grain,wheat bread,dumpling,団子,パンを練る,茹でる/蒸す,false,柔らかい/密度あり,Europe,"Germany, Austria, Czechia","肉料理, ソース",common_side,"パン,団子,中欧",ニョッキ,パンや芋の団子,https://en.wikipedia.org/wiki/Bread_dumplings,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,bread/cooked average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
172,ハルシュキ,Halušky,Halušky,tuber_grain,"potato, wheat",dumpling/noodle,小団子,すりおろす/練る,茹でる,false,もちっと,Europe,Slovakia,"チーズ, ベーコン",common_meal,"じゃがいも,団子,スロバキア",ニョッキ,小さなじゃがいも団子,https://en.wikipedia.org/wiki/Halu_ky,0.55,needs_review,very_high_root_crop; see FAOSTAT,low,medium,high,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
173,ピエロギ,Pierogi,Pierogi,grain,wheat,dumpling,半月形,練る/包む,茹でる/焼く,false,もちっと/具入り,Europe,Poland,"じゃがいも, チーズ, 肉",common_meal,"小麦,団子,ポーランド",ヴァレニキ,詰め物入り小麦団子,https://en.wikipedia.org/wiki/Pierogi,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,bread/cooked average,subjective_medium,low,"mild, toasty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
174,ヴァレニキ,Varenyky,Varenyky,grain,wheat,dumpling,半月形,練る/包む,茹でる,false,もちっと/具入り,Europe,Ukraine,サワークリーム,common_meal,"小麦,団子,ウクライナ",ピエロギ,詰め物入り団子,https://en.wikipedia.org/wiki/Varenyky,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,bread/cooked average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
175,ペリメニ,Pelmeni,Pelmeni,grain,wheat,dumpling,小型包み,練る/包む,茹でる,false,もちっと/肉入り,Europe,Russia,"サワークリーム, 酢",common_meal,"小麦,団子,ロシア",餃子,肉入り小麦団子,https://en.wikipedia.org/wiki/Pelmeni,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,bread/cooked average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
176,ブリヌイ,Blini,Blini,grain,"wheat, buckwheat",pancake,薄焼き,発酵することも,焼く,false,柔らかい/薄い,Europe,Russia,"スメタナ, 魚卵",common_or_festive,"小麦,そば粉,薄焼き",クレープ,ロシアの薄焼きパンケーキ,https://en.wikipedia.org/wiki/Blini,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,230,prepared flatbread average,subjective_medium,low,"mild, toasty",long,dry flour/grain airtight,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
177,ガレット,Galette Bretonne,Galette de sarrasin,pseudocereal,buckwheat,crepe,薄焼き,製粉/生地化,焼く,false,香ばしい/薄い,Europe,France,"卵, チーズ, ハム",common_meal,"そば粉,薄焼き,フランス",クレープ,ブルターニュのそば粉クレープ,https://en.wikipedia.org/wiki/Galette_Bretonne,0.55,needs_review,regional_pseudocereal,medium,medium,medium,230,prepared flatbread average,subjective_medium,low,"mild, toasty, nutty",long,dry grain/flour airtight,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
178,クレープ,Crepe,Crêpe,grain,wheat,crepe,薄焼き,製粉/生地化,焼く,false,薄い/柔らかい,Europe,France,"甘味, 具材",common_meal,"小麦,薄焼き,フランス",ガレット,薄い小麦パンケーキ,https://en.wikipedia.org/wiki/Crepe,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,230,prepared flatbread average,subjective_medium,low,"mild, toasty",long,dry flour/grain airtight,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
179,オートミール,Oatmeal,Oatmeal,grain,oats,porridge,粥,オーツを圧延,煮る,false,柔らかい/粘り,Europe/North America,"UK, Ireland, US","牛乳, 果物",common_breakfast,"オーツ,粥,朝食",カーシャ,オーツ粥,https://en.wikipedia.org/wiki/Oatmeal,0.55,needs_review,high_temperate_cereal; see FAOSTAT,medium,medium,medium,80,cooked porridge average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
180,ソーダブレッド,Soda bread,Soda bread,grain,wheat,bread,塊,重曹で膨らませる,焼く,false,密度あり/柔らかい,Europe,Ireland,"バター, スープ",common_bread,"小麦,パン,アイルランド",パン,重曹で膨らませるパン,https://en.wikipedia.org/wiki/Soda_bread,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
181,ポテトブレッド,Potato bread,Potato bread,tuber_grain,"potato, wheat",bread,平たい/塊,潰す/練る,焼く,false,柔らかい,Europe,"Ireland, Scotland, Europe","バター, 食事",common_side,"じゃがいも,パン",ニョッキ,じゃがいもを混ぜたパン,https://en.wikipedia.org/wiki/Potato_bread,0.55,needs_review,very_high_root_crop; see FAOSTAT,low,medium,high,87,boiled tuber,subjective_medium,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
